,title,rating,body,date,country
490,I LOVE IT,"5,0",Yes amazing the things you can do with this amazing looking little speaker .and for the size has a big very good sound the best thing i got this year online by far . so happy i see this on you tube. i,21 augustus 2021,het Verenigd Koninkrijk
491,Wow,"5,0",Ich liebe es,21 augustus 2021,Duitsland
492,"Great build quality, great sound quality, awesome design.","5,0",Worth every penny,21 augustus 2021,de Verenigde Staten
493,Great,"5,0",Love it,19 augustus 2021,het Verenigd Koninkrijk
494,Haut parleur adorable!,"4,0","Je m'en sers de haut parleur connecté en Bluetooth à mon ordinateur portable, très pratique car facilement transportable. Je trouve toutefois le prix assez élevé (acheté lors d'une vente flash à 65€).",19 augustus 2021,Frankrijk
495,Mi esposa está fascinada! 😁,"5,0",Es una monería! Esta linda la mini computadora y se escucha muy bien. Excelente regalo!,17 augustus 2021,Mexico
496,arrived slightly broken,"3,0","volume down button doesn't work at all, almost killed me when i was 'testing' the highest volume then couldn't turn the bloody thing back down",17 augustus 2021,het Verenigd Koninkrijk
497,Cracking little speaker,"5,0","Belying it's small size this speaker packs an audio punch. Not just loud but very clear as well. No notable noise distortion. The pixel screen is great , nicely vibrant.The community which has grown u",16 augustus 2021,het Verenigd Koninkrijk
498,Great novelty and desk accessory- but it’s still a mediocre product,"3,0","Look, I get it. Something that displays moving pictures takes up a lot of power - in which case whoever designed the Divoom PC speaker needs to prolong the battery life.The battery life is bad. Like r",14 augustus 2021,de Verenigde Staten
499,Love it!,"5,0","The product came intact, and I had no issues with the set up. I honestly love it, and the sound quality definitely is worth the price. You can also personalize it with the app. I overall like this spe",13 augustus 2021,de Verenigde Staten
500,Excelente regalo,"5,0",Es genial.,12 augustus 2021,Spanje
501,Good toy to have around your desk,"4,0","So this device has alright sound quality, it could have been better. Features within are great though. You got an interactive display which you got different buttons to interact with. I like how it ca",8 augustus 2021,de Verenigde Staten
502,"Super sons avec basses, et très esthétique","5,0","Pour écouter toutes vos musiques, avec l'appli Divoom, et choisir dans le Kit Pixel Art DIY, pleins d'images attrayantes et bien sur l'horloge . Le soir, je le recharge pour le lendemain si je l'ai ut",8 augustus 2021,Frankrijk
503,Demasiado genial,"5,0","Llego rápido y en perfecto estado! Como gadget esta muy genial, lo compre para mi hijo y ahora que lo veo en persona, hasta yo quiero uno! Eso si, como para uso exclusivamente musical, el sonido es ba",6 augustus 2021,de Verenigde Staten
504,Does everything you want it to do,"5,0",It’s works like a speaker and it’s easy to use,5 augustus 2021,de Verenigde Staten
505,Excelente!!,"5,0","Muy útil, el sonido increíble, imagen súper ademas que tiene infinitas opciones para personalizar, sirve de comando, en fin, vale mucho la pena.Además de ser muy bonito! ✨",4 augustus 2021,de Verenigde Staten
506,"amazing, my little darling","5,0","I love my new , friend , came fast and perfect, couldn’t be happy more , can’t wait fir pink color to order soon 🥰🥰🥰🥰🥰",4 augustus 2021,Australië
507,"You are buying it for the look and the hype, not the quality and features","2,0",I cannot justify the $99 price tag of this item. I bought it on sale but still feel overpriced. All of the hype bumped the price up although this build and quality should be around $50. The blue tooth,2 augustus 2021,de Verenigde Staten
508,Mini BMO,"5,0","Richtig süßer kleiner Lautsprecher mit vielen weiteren tollen Funktionen! Die App könnte etwas benutzerfreundlicher sein, jedoch findet man sich nach einer Zeit auch so gut zurecht.",31 juli 2021,Duitsland
509,Regalo compleanno :))))),"5,0",Bellissimo veramente!!!,27 juli 2021,Italië
510,awesome,"5,0",sound quality is amazing! easy to use and good for the price! it’s more than just a speaker. the app is also east to use.,27 juli 2021,de Verenigde Staten
511,"Adorable, Kawaii and Fun ✨✨✨✨","5,0","Absolutely Adorable and I love it!!❤️❤️ I received my order very quickly and in very good condition. The sound quality it great and very clear, it is much better then listening to music through my pho",27 juli 2021,Australië
512,Expensive but cute,"4,0","It has a great battery life, sound quality and the pixel art you can get on the app are great. App is a little difficult to navigate.Really fun and cute purchase but is mainly an aesthetic speaker for",25 juli 2021,het Verenigd Koninkrijk
513,Love it!,"5,0",Great! Would recommend,24 juli 2021,het Verenigd Koninkrijk
514,Perfect,"5,0","Parfait pour assortir à un setup. Rétro, mignon, amusant et de bonne qualité.",22 juli 2021,Frankrijk
515,Awesome!,"5,0",Awesome!,22 juli 2021,Australië
516,10/10,"5,0",WORTH. EVERY. PENNY.,19 juli 2021,de Verenigde Staten
517,Eccezionale,"5,0","Oltre ad essere un oggetto incredibilmente bello e costruito con materiali di ottima qualità, la qualità del suono di questa piccola cassa è davvero eccellente, sono rimasto notevolmente colpito sin d",19 juli 2021,Italië
518,Awesome!,"5,0",So amazing not one bad thing about it so far! Buy it buy it buy it!!,19 juli 2021,de Verenigde Staten
519,Kawaii,"5,0",So stinking cute.The battery life is ideal for when I want to go into the garden or on camping trips. I tend to listen to my audible books on this speaker and the sound quality is crisp and clear.,14 juli 2021,het Verenigd Koninkrijk
520,Una cassa bluetooth stilosa... Ma non solo,"5,0","Dire che questo prodotto è una cassa Bluetooth è sicuramente molto riduttivo. Al di là dello stile retrò, molto curato in ogni dettaglio, e dell'ottima qualità audio, che permette una fruizione dell'e",12 juli 2021,Italië
521,Totalmente recomendado para fans del Pixel Art.,"5,0","Mirando un día altavoces inalámbricos apareció como sugerencia este, es como una ""maquinita de juegos"" al estilo arcade y la verdad es que me encantó y lo pedí para regalo, aunque no fuera exactamente",10 juli 2021,Spanje
522,"Adorable, killer sound","5,0","Great sound, adorable pixel art, sturdy unit, cute carrying case. It's fantastic.",9 juli 2021,Canada
523,Cutest speaker ever!!,"5,0",It’s so cute and the quality is awesome!!,9 juli 2021,de Verenigde Staten
524,Stupenda,"5,0","Questa cassa è veramente stupenda, qualità audio bellissima e non ho niente da dire!",8 juli 2021,Italië
525,Genial,"5,0",Mi hija lo ha disfrutado al maximo,8 juli 2021,de Verenigde Staten
526,Cool gift,"5,0",Got this for a friend and he told he was pleasantly surprised by the speaker quality. Very cute. I’m glad it can be charged through a cable. I thought this kind of thing would be battery operated.,8 juli 2021,de Verenigde Staten
527,No charger???,"4,0",It didn't come with a cable or charger? 🤔🤔🤔,5 juli 2021,de Verenigde Staten
528,Super Klang mit lustigen Gimmick,"5,0","Der Lautsprecher hat für seine Größe echt einen super Klang. Auf der Rückseite hat er eine Bassöftnung was ich echt erstaunlich finde. Die Spiele finde ich nicht so nötig, meiner Freundin gefallen sie",4 juli 2021,Duitsland
529,Save your money. It stopped working after 1 month,"3,0",Please save your money. After a month and a half I kept it on because I took it to my office on my desk and after two weeks or 4 so a month it just didn’t turn on anymore. And customer service sucks,3 juli 2021,de Verenigde Staten
530,"great alarm and desk accessory, ok speaker, weird buttons","4,0","i got this because i saw it all over instagram. it’s cute, works well as a clock and an alarm, you can add little animations for it to play and overall is a very nice thing to have on your desk/bedsid",2 juli 2021,Australië
531,Es un excelente producto!,"5,0","Me gustó muchísimo, la calidad de los materiales es muy buena, el sonido del parlante me gusta. Las demás funciones, como las alarmas y los recordatorios, los juegos, los diseños de las imágenes para ",28 juni 2021,de Verenigde Staten
532,Great product!,"5,0","Very responsive, no connection issues. The packaging and build quality is top notch 👌. It's also a pretty powerful for a little Bluetooth speaker. It's a great little addition for desktop or office se",28 juni 2021,Australië
533,Broken out of the box,"2,0","It’s cute and all but arrived broken. Sound quality is good, but I paid way too much for this to have a missing “foot” on the bottom. It wobbles because of this.",26 juni 2021,de Verenigde Staten
534,Broken/stopped working after four months,"1,0",Broken/stopped working after four months and we cannot get hold of anyone to arrange a replacement. Beware.Tried to get a warranty replacement through Amazon and Divoom but with no success.Beware from,26 juni 2021,het Verenigd Koninkrijk
535,Amazing quality,"5,0","Well worth the price, my girlfriend loves it",26 juni 2021,het Verenigd Koninkrijk
536,N/a,"5,0","Really liked how customizable the screen is, the volume is very loud for how tiny it is.",25 juni 2021,de Verenigde Staten
537,Adorable desk companion,"5,0",This speaker is super cute and a perfect desk companion. The quality of music on this speaker is great. The games that it comes with are a cool additional and keeps you busy if you’re bored. The only ,25 juni 2021,de Verenigde Staten
538,amazing cute speakers!!!!,"5,0",there is nothing to dislike about it! way better speakers than I thought! 100% recommend!!!,25 juni 2021,de Verenigde Staten
539,Best $100 spent for my 11 year old!,"5,0","Not only did my 11 year old love it but my 10, and 9 year old won't stop begging for one! They live pixel art on their phones and tablets and now they can display their art on the screen. The alarm fe",24 juni 2021,de Verenigde Staten
540,High-quality mini entertainment centre!,"5,0","The Divoom Ditoo isn't just a retro alarm clock speaker with a pretty display, it's a full-blown mini entertainment centre packed with features. It's got all kinds of bells and whistle, including game",24 juni 2021,het Verenigd Koninkrijk
541,super chulo (kawaii) y muy buen sonido,"5,0","Excelente tanto como parlante para ordenador, como para el móvil, un volumen muy potente, mucho más fuerte que los parlantes, por ejemplo, de mi ordenador portátil, o de mi móvil. Y además tiene juego",20 juni 2021,Spanje
542,Batería,"1,0",Le doy una estrella porque no dura nada la batería el mío no dura ni 2 por lo Demás está muy bien,20 juni 2021,Spanje
543,Ótimo,"5,0",,19 juni 2021,Spanje
544,Super fun and good sound,"5,0",Adorable!!! So so much to customize and very easy to use. The app is great as well. Better sound quality than i expected. The keyboard is perfect. Could be a little bit brighter though.,18 juni 2021,de Verenigde Staten
545,Worth the buy!,"5,0","Throws a serious sound, high quality and very cute. I didn’t expect it to be so great.",16 juni 2021,Australië
546,Amazing little thing!,"5,0",My daughter loved it!,15 juni 2021,de Verenigde Staten
547,Love it.,"5,0","So happy I got one of these, sounds great and is really loud if you want it to be, love the animations you can play on it. I have the app to go with it and you can put some really talented and amazing",14 juni 2021,het Verenigd Koninkrijk
548,"Small, portable, and long battery life","4,0",The speaker arrived fairly fast there was no damages to it and the quality of it is great! I really like that you can download the app that goes along with it to change the image the speaker displays.,14 juni 2021,de Verenigde Staten
549,Super Geschenkidee!,"5,0","Dieses Spielgerät ist auf jeden Fall eine sehr gute Idee für ein Geschenk! Habe es für meinen kleinen Bruder gekauft und er freute sich sehr darüber. Ton & Qualität sind sehr klar und hochwertig, wie ",14 juni 2021,Duitsland
550,Divoom Bluetooth speaker,"5,0",Love this product! The Bluetooth speaker is amazing and it’s so cute!!,10 juni 2021,de Verenigde Staten
551,Well that was dissapointing,"1,0","so I just got it and went to charge it, I'm concerned already when the light doesn't turn on to indicate its charging. And I pressed the power button to see the battery percentage but i still have a b",10 juni 2021,de Verenigde Staten
552,It was great,"5,0",It has very good sound quality but the battery life is very short,9 juni 2021,het Verenigd Koninkrijk
553,One of the best portable speakers you can buy!,"5,0",,5 juni 2021,het Verenigd Koninkrijk
554,Divoom Ditoo,"5,0",,4 juni 2021,Italië
555,super cuqui. app y bateria mejorablea,"4,0","es simpatico, cuqui, kawaii, entretenido... peeeero la app se tarda horas en comprender, es muy poco intuitiva. las cosas estan escondidas, sudores para configurarlo todo a mi gusto, y eso que las app",4 juni 2021,Spanje
556,Wie immer ein Top Produkt von Divoom,"5,0","Wie immer bin ich begeistert, bin aber auch Divoom Fan seit der ersten Stunde.Geht glaube ich in jedem so, wie auch bei Apple, wenn man einmal hochwertige Produkte kennen gelernt hat dann möchte man n",3 juni 2021,Duitsland
557,"A bit pricey, but does the job","4,0","For what it is, this product does the job well. It’s a super cute desk accessory, although in hindsight I feel like it was too pricey, even after getting it on sale for $85. I wish there was cute anim",3 juni 2021,de Verenigde Staten
558,Every bit as cool as it looks!,"5,0","This is one of my favourite things that I own. Amazing 'chibi-tech' styling, real action keyboard keys that actually work and control things on the device, incredible build-quality (it feels so solid ",1 juni 2021,het Verenigd Koninkrijk
559,This little gadget is a great purchase,"5,0","Divoom products are really good, this gadget has excellent sound quality. The pixel graphics is just icing on the cake. I am very impressed with Divoom products.",30 mei 2021,de Verenigde Staten
560,Love it,"5,0","High quality sound, many functions that are useful and aesthetically pleasing to my gaming setup",30 mei 2021,Australië
561,Amazing clear sound quality,"5,0",Very happy with this product. The sound quality is AMAZING. So loud and clear. Love the cute pixel animations too.,30 mei 2021,het Verenigd Koninkrijk
562,Divoom Bluetooth Lautsprecher,"5,0","geliefert wurde der Lautsprecher schneller als vom Hersteller angekündigt.Verpackt ist der Lautsprecher in einer sehr schönen Tragetasche.Hier war ich sehr überrascht, andere Hersteller hätten eine sc",29 mei 2021,Duitsland
563,RECOMENDADISIMO,"5,0","Es caro, pero de verdad que es un gadget increíble.Tiene muchas más funciones de las que parece (Desde poder crear música, ser un despertador y un altavoz a ser un elemento decorativo super versátil).",28 mei 2021,Spanje
564,The perfect speaker,"5,0","Great value, great customer service from the Divoom team. 10/10.",27 mei 2021,het Verenigd Koninkrijk
565,Cute! Not user friendly.,"1,0","This item is cute, but that's about all the good I can say for it. None of it's functionality is reliable. The app used to interface with it is not at all intuitive or user friendly, and the controls ",27 mei 2021,de Verenigde Staten
566,Amazing!,"5,0",I was randomly looking for a smaller speaker I could use with my computer/phone. I could not find anything that great in quality for around $100-150 outside a JBL Flip (which I considered).I then ran ,27 mei 2021,de Verenigde Staten
567,Kleines Kraftpaket,"5,0","Habe mir diesen kleinen ""Computer"" als Gimmick für meinen Schreibtisch bestellt. Der Divoom verbindet sich sehr schnell per 'Bluetooth"" mit meinem Handy und habe dann direkt auf auf dem Display des Di",26 mei 2021,Duitsland
568,Cuteeee !!!!,"5,0","It doesn’t have a review of this colour, but so glad I bought it. Great sound quality, cute desk decor, and love how you can customise it !",26 mei 2021,Australië
569,Maybe not worth it,"2,0","To start I love the speaker itself and the pixel art functions. It’s the sound quality that is terrible. For some reason, the audio crackles and goes in and out. I’ve tried all of the trouble shooting",25 mei 2021,de Verenigde Staten
570,Bellissima,"5,0","Molto bella esteticamente, ottimi la connessione e il suono.",24 mei 2021,Italië
571,Great Wee Speaker,"5,0",I use this as a speaker for watching videos on my tablet. Really easy to connect with Bluetooth and get going. Great sound quality. It's easy to load it up with MP3s from an SD card and listen anywher,24 mei 2021,het Verenigd Koninkrijk
572,It died in a week,"1,0",I loved it till its battery died and it just would not charge or turn on. Had to return it.,24 mei 2021,de Verenigde Staten
573,Bought with no regrets,"5,0",,23 mei 2021,Australië
574,Coolsville oh yeah..,"5,0",Super heavy duty cool,23 mei 2021,de Verenigde Staten
575,Super mignon et efficace,"5,0","Le volume ok, qualité son ok, rapport qualité prix très correct. La batterie ne tient pas très très longtemps seulement (+/- 6h non-stop)",22 mei 2021,Frankrijk
576,10 year old daughter loves it.,"5,0",10 year old daughter loves it.,22 mei 2021,de Verenigde Staten
577,"Cute aesthetic, great sound quality","5,0",Overall a great product. Programming is easyand sound quality is great. The only downside is battery life. I find myself recharging the device after each extended use. It will not last a full day.,21 mei 2021,de Verenigde Staten
578,If you're a nerd; buy this. If you're not... become one!,"5,0",,21 mei 2021,het Verenigd Koninkrijk
579,Top quality and great for your desk,"5,0",I bought the Divoom Ditoo a few days as an accessory for my desk as I continue to work from home. I have been so impressed I had to write a review. I already owned a Divoom product which displayed pic,21 mei 2021,het Verenigd Koninkrijk
580,Decent speaker,"3,0","It's a decent speaker, overall I think the best thing about it is just the looks which make it very cute.It has a good sound level and also a good Bluetooth signal ratio and battery life is also long.",21 mei 2021,de Verenigde Staten
581,Empfehlenswert für Tech Affinität Leute und Leute die Spaß an so etwas haben.,"5,0",,20 mei 2021,Duitsland
582,Super kitsch,"5,0",My daughter loves the colour of this one.We aren't all that interested in using this as a bluetooth speaker although that is kind of cool there are better speakers for the money. We are really interes,19 mei 2021,het Verenigd Koninkrijk
583,Very clear,"5,0",It's very good the speaker is very clear,19 mei 2021,Australië
584,A true gem,"5,0",This little device has blown my mind and iv had the time play around with it.The sound quality is just unbelievable for the size and the fact I can control my music with just a click of a key that rem,18 mei 2021,het Verenigd Koninkrijk
585,Top notch product from Divoom,"5,0",,17 mei 2021,het Verenigd Koninkrijk
586,Me gusta muchi,"5,0","Funciona muy bien, se escucha perfectamente. Además viene muy bien empaquetado.Me gusta que la alarma suene aunque esté apagado, ya que pensaba que tendría que tenerlo encendido toda la noche.Lo veo p",16 mei 2021,Spanje
587,Cool little speaker,"5,0","I love this little speaker it's so cool. From the moment I got it, it made me smile because of the quirky packaging but when you turn it on it comes alive. The sound quality and build quality is reall",16 mei 2021,het Verenigd Koninkrijk
588,Perfect!,"5,0",,15 mei 2021,de Verenigde Staten
589,Fun little desk gadget if you have the budget!,"5,0","It's pretty small and can fit anywhere, the animations are really cool and you can add/create your own. It does have a decent little speaker in it, but if you're buying it just for the speaker I would",14 mei 2021,het Verenigd Koninkrijk
590,Impressive Gadget Speaker,"5,0",I have been watching this speaker for a while and picked it up during a flash sale. I love the retro aesthetic and the speaker itself is decent quality with good bass however its the Divoom software t,14 mei 2021,het Verenigd Koninkrijk
591,broke after 1 month,"2,0",Broke after 1 month and they arent getting back to me !! Do not order and save your money,13 mei 2021,het Verenigd Koninkrijk
592,noice,"5,0",noice,11 mei 2021,de Verenigde Staten
593,Buena calidad,"5,0",Tiene buen sonido y duración de carga. Me encanta mi speaker,10 mei 2021,de Verenigde Staten
594,Divoom,"4,0",Battery life not very long,10 mei 2021,de Verenigde Staten
595,well made,"4,0","premium materials, app is designed for all their products so not very dedicated/intuitive iro this item, happy overall and speak is good quality.",9 mei 2021,het Verenigd Koninkrijk
596,As promised,"5,0","1,000s of animations from the community.Sound is very good, right up the maximum ... which starts getting rough.But, I almost never need turn it up past half way, it’s plenty loud!Love mine!!!",9 mei 2021,Canada
597,Unterhaltsam,"4,0","Dieses Gerät sorgt für gute Unterhaltung. Besonders schön finde ich persönlich die Möglichkeit, sich mit Entspannungsgeräuschen (über die App individuell wählbar) in den Schlaf bringen zu lassen.",8 mei 2021,Duitsland
598,"A really fun, functional speaker!","5,0","Straight from the beginning, I got a great impression of the product. The unboxing experience is really fun and you even get some snazzy stickers!The mechanical keys are awesome! The keys and lever ar",7 mei 2021,het Verenigd Koninkrijk
599,Einfach nur WOW😍,"5,0",,7 mei 2021,Duitsland
600,Una chulada,"5,0","Suena bien, es bonito y tiene muchas opciones a parte de escuchar música, os animo a descubrirlo",6 mei 2021,Spanje
601,Cutest Speaker EVER!,"5,0",,4 mei 2021,het Verenigd Koninkrijk
602,Perfect little speaker,"5,0",Amazing sound quality and graphics.,3 mei 2021,het Verenigd Koninkrijk
603,Gadget mit kurzer Fasszination,"4,0",Wollt ich immer mal haben. Kommt in einer tollen Verpackung. Einrichten ging recht gut. Die App ist allerdings nicht in jeder Hinsicht intuitiv und am Gerät selbst ist das einrichten mühsam. Nach dem ,2 mei 2021,Duitsland
604,"powerful little speaker, looks cute as well","5,0",it’s a pretty cool little speaker. my only complaint is that the battery life is TERRIBLE.,1 mei 2021,het Verenigd Koninkrijk
605,Such a cute speaker,"5,0","Arrived quicker than expected, absolutely adorable, great sound quality and really loud definitely recommend",30 april 2021,Australië
606,Schicker Bluetooth-Lautpsrecher imt Retro-Stil,"5,0","Der Divoom Ditoo ist ein Bluetooth-Lautsprecher im Retro Stil. Ich habe ihn in der Farbe Pink bestellt. Direkt positiv aufgefallen ist mir, dass das Gerät in einer schicken Tragebox daherkommt, in wel",30 april 2021,Duitsland
607,"Amazing little device, with a fantastic sounding speaker","5,0","I like the Divoom range, they produce some really nice little devices.And this one is no exception, it looks like a tiny little computer, and you can play a small selection of games.Like all Divoom pr",29 april 2021,het Verenigd Koninkrijk
608,Absoluter Muss!,"5,0","Super Sound, mega süß und kann allerlei! Ich liebe es und könnte gar nicht mehr ohne! <3",28 april 2021,Duitsland
609,The cutest little thing ever!,"5,0","I bought a Divoom Tivoo Max a couple of years ago and I absolutely love it. I have it charging all the time so it can always be on in my house, everybody that comes round loves it and it’s such a good",27 april 2021,het Verenigd Koninkrijk
610,Easy to use,"5,0",Excellent,27 april 2021,het Verenigd Koninkrijk
611,It’s ok,"3,0",I got it as an impulse buy but honestly I didn’t find a use for it. It is a cute way to display the pixel art and the speaker ok.,26 april 2021,de Verenigde Staten
612,Cute and great quality!,"5,0",This retro bluetooth speaker is absolutely brilliant! I have been obsessed with it since I received it! The packaging it comes in is adorable and high quality. The sound quality of the speaker is grea,25 april 2021,het Verenigd Koninkrijk
613,Cool :),"5,0","My daughter is delighted :) The toy is solid, it does look like rubbish in the picture, but it is a good material.",22 april 2021,het Verenigd Koninkrijk
614,Cool,"4,0",Fun,22 april 2021,de Verenigde Staten
615,Great sound quality,"5,0","It surpassed my expectations honestly, good sounding speaker, it’s fun and cute.",15 april 2021,de Verenigde Staten
616,Kawaii Accessory with TONS of features!,"5,0",Divoom Ditoo ReviewSound quality: Great quality sound for how small the device is! Good bass and full sounding tones. And lots of options to sync music!Options: This little bundle of awesome can do so,14 april 2021,de Verenigde Staten
617,Best Speaker and Everything else device!!,"5,0",I originally picked up this speaker after seeing loads of youtubers with it. I haven't regretted my purchase at all. I paid for a wonderful product and if all products were this well made I'd have mor,14 april 2021,de Verenigde Staten
618,In love!,"5,0","Kam superschnell an. Kommt in einer tollen Verpackung (kleiner ""Koffer"") und eignet sich somit super als Geschenk oder zum Transport. Kontrolle via App funktioniert flüssig und einwandfrei. Bedienung ",14 april 2021,Duitsland
619,Cutest Bluetooth speaker but.....,"1,0",I was so excited to get this. When I got it I loved playing with it and using it for music while I worked. It was only used a few times at the most 30 min the latest each and then it died on me. I cou,13 april 2021,Canada
620,Chouette article !,"5,0",C’est beau et facile à manipuler.Bonne qualité du son.A tout de suite plu à une petite fille de 10 ans !,12 april 2021,Frankrijk
621,Super,"5,0","Ein tolles Produkt, würde ich weiterempfehlen. Das Mikro ist zwar sehr sehr schlecht und man hört fast nichts, aber ich verwende es nicht und daher stört es mich persönlich nicht.",11 april 2021,Duitsland
622,Love it !,"5,0","No regrets, I’m happy with this fun and practical speaker. Everyone loves it and want one for themselves haha",11 april 2021,het Verenigd Koninkrijk
623,won't charge,"3,0",just got this thing yesterday and it doesn't charge at all,10 april 2021,de Verenigde Staten
624,Worth buying easy to connect ro devices.,"5,0",My daughter loves the quality of the sound.,10 april 2021,de Verenigde Staten
625,AMAZING!!!!,"5,0",I bought this around Christmas AND ING I LOVE IT It can last me all night while being off the charger and the sound quality is amazing 10/10 would recommend to anyone,9 april 2021,de Verenigde Staten
626,So cute,"4,0",Love it so much!!! It arrived in barely 3 days and I’m actually pleasantly surprised with the sound quality. 10/10 very aesthetically pleasing.,3 april 2021,Canada
627,I don’t understand the hype...,"1,0","I gave this a try when a lightning deal came along having seen it in many “cute” room setups. First and foremost, I do not understand the hype, at all. The design is beautiful, the retro look is flawl",3 april 2021,het Verenigd Koninkrijk
628,Bonne enceinte,"4,0",Joli design bonne enceinte même si je trouve cela un peu onéreux.,31 maart 2021,Frankrijk
629,Fav Purchase,"5,0","This was one of my fav buys. It's really cute and I LOVE the buttons. The sound can go really high, and it's still very clear. I think there's some really cool games on here as well, and you can also ",30 maart 2021,de Verenigde Staten
630,Insgesamt ganz cool,"4,0",Alles top aber die Akku Laufzeit ist ein bisschen sehr kurz. Ca acht Stunden geladen und ging nach 4 Stunde wieder aus (ohne Bild nur Musik hören),28 maart 2021,Duitsland
631,Didn’t come with USB cord,"3,0",My product only came with the Divoom speaker I didn’t get the usb cord now I don’t know how I am supposed to turn it on this is very frustrating this is such a great product but now I don’t know if I ,27 maart 2021,de Verenigde Staten
632,Really cool,"5,0",I love this speaker so much it has so many different functions and it's overall a really cool product so worth the money.,27 maart 2021,de Verenigde Staten
633,"Such awesome, much amazing","5,0","Holy moly this thing is too friggin cool. Of all the blue tooth speakers I've bought, this has the best quality sound hands down. The mechanical keyboard makes it feel such high quality.I'm no artist ",26 maart 2021,de Verenigde Staten
634,Excellent Desktop Gadget/ Mini Display and the best way to pass time on a boring work day!,"5,0","This is a great little gadget for anyone looking to add some jazz to their setup.Best of all, on days when it's slow in the office, I can just pass time while looking at all the cool animations it see",26 maart 2021,de Verenigde Staten
635,Buono,"4,0",Un articolo sfizioso ma un pó caro,26 maart 2021,Italië
636,Fun desk toy/productivity tool,"5,0",,24 maart 2021,de Verenigde Staten
637,Tiktok made me buy it,"5,0",This is the most adorables thing I have bought for myself. I love it and I'm obsessed with it.,24 maart 2021,de Verenigde Staten
638,Super cute,"5,0",Very cute and nice speaker/ game device.,24 maart 2021,Duitsland
639,It's cool,"5,0",Am sure a lot of people thing this cool. And they're right. I gave this to my sister as a gift and loves it. I honestly should've kept it for myself. The battery life was great. Sound quality it not b,23 maart 2021,de Verenigde Staten
640,Adorable!,"5,0",Yes it’s a little bit more expensive but I love it so much! It’s so old school and cute! I always take it for beach trips!,23 maart 2021,de Verenigde Staten
641,Worth the buy,"5,0",I love everything,23 maart 2021,de Verenigde Staten
642,Pricey but...,"5,0","This is pricey for sure, but it’s worth it! The sound quality is amazing and you can either have it blasting or soft. You can play games on it, along with other features. This is adorable and if your ",22 maart 2021,de Verenigde Staten
643,Must buy!,"5,0",Love my little speaker. It’s so cute and makes listening to music more enjoyable. The sound quality is great.,20 maart 2021,de Verenigde Staten
644,Witziges Spielzeug mit einigen Einschränkungen.,"3,0","Nettes Spielzeug, als etwas anderes wird es ja auch nicht beworben.Was mich stört, dass man sich bei Divoom registrieren muss um ein Stückchen Hardware in Betrieb zu nehmen, sowie die Uhrenanzeige, di",20 maart 2021,Duitsland
645,Bellissimo,"5,0","Fantastico !!! Oltre ad essere esteticamente molto gradevole è anche potente e con tante funzioni , ottimo prodotto e molto bello il suo look vintage",19 maart 2021,Italië
646,"i loooove it, so cute!","5,0",this item sparks so much joy! it’s the cutest addition to my setup. i love how we can customize the pixel art and also play a game of tetris or something on it! best gift ever.,18 maart 2021,de Verenigde Staten
647,Cute...,"2,0",But update takes away tetris game...not sure if this was a copyright issue but i just got this and was enjoying tetris...after having to connect to my phone to correct the time and then update it took,18 maart 2021,de Verenigde Staten
648,BONITO Y FUNCIONAL,"5,0","Diseño bonito de pixel art original,excelente bocina con buen volumen y funciones adicionales,temporizador, red social y musica para dormir, con alarmas de actividades diarias.",17 maart 2021,Mexico
649,¡Excelente producto!,"5,0","Hermosa, llego en excelentes condiciones. Es un Perfecto producto y se escucha muy bien",17 maart 2021,Mexico
650,Looks over battery,"3,0","Looks amazing, has games on. Really cute as a desktop clock. However poor battery life and will drain down completely in about 24 hours. Chunky feel, good weight, clicky buttons.",16 maart 2021,het Verenigd Koninkrijk
651,"You need the app to do basically anything, but once you get the app it is very easy to use","4,0",The ditoo is really cool little desk ornament and i really like it. it has a nice feel and weight to it. the speaker is a little on the not so great side but i feel it fits best to sit on your desk to,14 maart 2021,de Verenigde Staten
652,Coolest speaker ever,"5,0","The photos from all the reviews looks so cool so I got this speaker haha. A bit expensive but it is so unique that I can do so much fun stuff with it. Battery lasts pretty long, and the sound quality ",14 maart 2021,de Verenigde Staten
653,Very nice,"5,0",This is a pricey one but I love it either way. Nice and loud. The games are cute. My favorite feature is the keyboard which is super clicky. Worth every penny.,12 maart 2021,de Verenigde Staten
654,Excelente producto,"5,0","Esta bocina es muy bonita, justo lo que esperaba, ha cumplido con mis expectativas, en todos los sentidos.",10 maart 2021,Mexico
655,"Cute, but gimmicky. For a speaker, it's better to buy anything else.","3,0",It's definitely cute and a nice little thing to show people. The sound quality is impressive for the size. But if you're looking for a speaker you can actually use I wouldnt go with this one. Half the,10 maart 2021,de Verenigde Staten
656,It worth it,"5,0",So cute,9 maart 2021,de Verenigde Staten
657,Divoom Ditoo,"5,0",Dieses kleine Lautsprecher ist sehr praktisch und sehr gut bin sehr zufrieden damit. :),9 maart 2021,Duitsland
658,Amazing!,"5,0","Amazing quality speaker, my gadget freak boyfriend was actually jealous. It's got games and the app is full of animations for the screen",9 maart 2021,het Verenigd Koninkrijk
659,Its adorable,"5,0",This is so cute. Its adorable that you can personalise it to be yours. You get little stickers with it too!!! You also get the gift bag and storage!! Its so cute and i love it for a speaker!! The batt,8 maart 2021,het Verenigd Koninkrijk
